"시군구코드","신고일자","업소명","영업상태코드","영업상태","휴업시작일자","휴업종료일자","폐업일자","재개업일자","행정처분일자","행정처분사유","전화번호","면적(㎡)","건물용도","건물구조","지하층","지상층","건물도시계획","건물주변환경","신고면허세종호","우편번호(지번)"
"3040000","19990318","자양동물병원","0002","폐업","","","20010804","","","","","23.80","","","0","0","","","",""
"3040000","20000118","알프스동물병원","0002","폐업","","","20070514","","","","468-6612","80.00","","","0","0","","","",""
"3040000","20020731","기린동물종합병원","0002","폐업","","","20070209","","","","444-8111","66.77","","","0","0","","","",""
"3040000","20040918","우대종합동물병원","0002","폐업","","","20050914","","","","465-7582","21.00","","","2","1","","상가","",""
"3040000","20040621","산마루동물병원","0002","폐업","","","20051221","","","","457-7522","0.00","제2종근린생활시설(동물병원)","","0","0","","","",""
"3040000","20030926","광진동물의료센터","0000","정상","","","","","","","457-4545","125.40","","","0","0","","","",""
"3040000","20000721","용마동물병원","0000","정상","","","","","","","446-2349","52.93","","","0","0","","","",""
"3040000","20050914","우대종합동물병원","0002","폐업","","","20060704","","","","465-7582","0.00","","","0","0","","","",""
"3040000","20041012","정동물병원","0002","폐업","","","20060113","","","","458-0075","34.00","","","1","4","","","",""
"3200000","20040226","낙성대동물병원","0002","폐업","","","20051007","","","","884-7040","32.00","","","0","0","","","",""
"3040000","20060421","행복한 동물병원","0002","폐업","","","20070209","","","","458-7588","39.52","","","0","0","","","",""
"3040000","20060523","한강시민동물병원","0002","폐업","","","20080430","","","","","26.10","","","0","0","","","",""
"3200000","19931010","최재준동물병원","0002","폐업","","","20060816","","","","878-8782","60.00","","","0","0","","","",""
"3200000","19960823","서진동물병원","0002","폐업","","","20090324","","","","887-2165","0.00","","","0","0","","","",""
"3200000","19960209","관악동물병원","0002","폐업","","","20030226","","","","883-2733","150.00","","","0","0","","","",""
"3200000","19970414","서울대부속동물병원","0002","폐업","","","20081006","","","","880-8661","1390.00","","","0","0","","","",""
"3200000","19980915","세계로동물병원","0002","폐업","","","20040830","","","","","78.38","","","0","0","","","",""
"3200000","20000317","한빛동물병원","0002","폐업","","","20040112","","","","875-7582","17.01","","","0","0","","","",""
"3200000","20001109","내사랑동물병원","0002","폐업","","","20031210","","","","873-8400","23.68","","","0","0","","","",""
"3200000","20010831","닥터엠동물병원","0002","폐업","","","20040226","","","","884-7040","32.00","","","0","0","","","",""
"3200000","20011114","나은동물종합병원","0002","폐업","","","20040922","","","","882-9991","34.20","","","0","0","","","",""
"3200000","20021119","현대동물병원","0002","폐업","","","20041013","","","","882-7540","89.28","","","0","0","","","",""
"3200000","20030122","나눔동물병원","0002","폐업","","","20061120","","","","839-7582","29.60","","","0","0","","","",""
"3200000","20030303","관악동물병원","0002","폐업","","","20030410","","","","883-2733","76.86","","","0","0","","","",""
"3230000","20030218","페미페츠동물병원","0002","폐업","","","20030605","","","","413-7119","0.00","","","0","2","","","",""
"3230000","20000401","박형우동물병원","0002","폐업","","","20040604","","","","484-4063","0.00","","","0","1","","","",""
"3220000","20041213","햇살가득 동물병원","0002","폐업","","","20080925","","","","02-516-0275","0.00","","","0","0","","","",""
"3220000","20050107","쿨펫동물병원","0002","폐업","","","20160131","","","","02-538-6121","0.00","","","0","0","","","",""
"3220000","20050124","(주)동물의료영상쎈타","0002","폐업","","","20060303","","","","","0.00","","","0","0","","","",""
"3220000","20050205","준동물병원","0002","폐업","","","20060310","","","","02-564-4575","0.00","","","0","0","","","",""
"3220000","20050225","퍼피즌동물병원","0000","정상","","","","","","","02-541-2651","0.00","","","0","0","","","",""
"3220000","20050304","원동물병원","0002","폐업","","","20170408","","","","02-555-6835","0.00","","","0","0","","","",""
"3220000","20050414","퍼플동물병원","0002","폐업","","","20101206","","","","02-573-7582","0.00","","","0","0","","","",""
"3220000","20050414","논현동물병원","0000","정상","","","","","","","02-3442-3785","0.00","","","0","0","","","",""
"3220000","20050419","행복한 동물병원","0002","폐업","","","20091229","","","","02-516-7502","0.00","","","0","0","","","",""
"3220000","20050511","서울동물병원","0002","폐업","","","20110314","","","","02-566-8211~2","0.00","","","0","0","","","",""
"3230000","20030214","오즈동물병원","0002","폐업","","","20121018","","","","400-4633","0.00","","","0","1","","","",""
"3200000","20031114","해맑은동물병원","0002","폐업","","","20070531","","","","872-7588","71.84","","","4","1","","","",""
"3200000","20031215","DR.차동물병원","0002","폐업","","","20090410","","","","873-8400","74.26","","","0","0","","","",""
"3200000","20040922","나은동물병원","0002","폐업","","","20090225","","","","882-9991","0.00","","","0","0","","","",""
"3220000","20050615","마이펫하우스동물병원","0002","폐업","","","20111121","","","","02-512-2575","0.00","","","0","0","","","",""
"3220000","20050725","다솜동물병원","0002","폐업","","","20080108","","","","02-629-4819","0.00","","","0","0","","","",""
"3220000","20050323","우리종합동물병원","0002","폐업","","","20050920","","","","02-541-7515","0.00","","","0","0","","","",""
"3220000","20050920","우리들동물병원","0002","폐업","","","20060110","","","","02-517-7775","0.00","","","0","0","","","",""
"3220000","20050921","청담우리동물병원","0002","폐업","","","20140124","","","","02-541-7515","0.00","","","0","0","","","",""
"3230000","20030425","바울동물병원","0002","폐업","","","20040309","","","","416-0126","33.00","","","0","0","","","",""
"3230000","20030507","준동물병원","0000","정상","","","","","","","402-9119","207.00","철근콘크리트조","","1","4","","","",""
"3230000","20030605","패미페츠동물병원","0002","폐업","","","20030605","","","","","0.00","","","0","2","","","",""
"3230000","20030610","(주)패미페츠동물병원","0002","폐업","","","20031204","","","","413-7119","0.00","","","0","0","","","",""
"3230000","20030604","페미페츠동물병원","0002","폐업","","","20030605","","","","413-7119","0.00","","","0","0","","","",""
"3230000","20031209","(주)패미프랜동물병원","0002","폐업","","","20041213","","","","413-7119","0.00","","","0","2","","","",""
"3230000","20040203","에버펫 동물병원","0000","정상","","","","","","","409-7533","149.00","","","0","1","","","",""
"3200000","19900607","남부동물병원","0002","폐업","","","20060706","","","","02-857-3477","30.00","","","0","0","","","",""
"3200000","20050510","샘동물병원","0002","폐업","","","20070518","","","","873-0075","25.20","근린생활시설","","1","4","","","",""
"3200000","20050512","난곡서울동물병원","0002","폐업","","","20070319","","","","866-0880","28.80","","","0","0","","","",""
"3220000","20051107","그레이스동물병원","0002","폐업","","","20100310","","","","02-3442-5554","0.00","","","0","0","","","",""
"3200000","20050801","해오름동물병원","0002","폐업","","","20110914","","","","885-3112","18.50","","","0","0","","","",""
"3200000","20051223","동물은 내친구","0002","폐업","","","20061219","","","","02-859-2050","36.85","","","0","0","","","",""
"3200000","20060208","쥬쥬종합동물병원","0002","폐업","","","20070416","","","","874-0575","0.00","","","0","0","","","",""
"3140000","20040802","덕터펫 동물병원","0002","폐업","","","20050310","","","","2643-0283","42.60","","","0","0","","","",""
"3140000","20050408","닥터펫 동물병원","0002","폐업","","","20051024","","","","","42.60","","","0","0","","","",""
"3140000","20050726","다솜동물병원","0002","폐업","","","20060525","","","","2647-8572","36.00","","","0","1","","","",""
"3140000","20060214","일오삼동물병원","0000","정상","","","","","","","2606-1990","25.16","","","0","1","근린생활시설","","",""
"3140000","20030415","바우동물병원","0002","폐업","","","20161221","","","","2643-8204","75.00","","","0","0","","","",""
"3140000","20030422","닥터펫 동물병원","0002","폐업","","","20030701","","","","","0.00","","","0","0","","","",""
"3140000","20030424","토론토 동물병원","0000","정상","","","","","","","2642-8653","52.50","","","0","1","","","",""
"3140000","20030718","닥터펫동물병원","0002","폐업","","","20040712","","","","","42.60","근린생활시설","","0","1","","","",""
"3140000","20030814","하릅강아지 동물병원","0002","폐업","","","20031118","","","","","0.00","","","0","0","","","",""
"3240000","20120914","사랑해동물병원","0002","폐업","","","20160307","","","","426-2775","0.00","판매시설 상가","","","","","","",""
"3140000","20040117","참사랑동물병원","0000","정상","","","","","","","2643-7882","56.00","","","0","1","","","",""
"3140000","20040316","비비펫 동물병원","0002","폐업","","","20130131","","","","2642-8655","70.00","","","0","1","","","",""
"3220000","20060119","우리들동물병원","0002","폐업","","","20060627","","","","02-517-7775","0.00","","","0","0","","","",""
"3230000","20110805","봄빛 동물병원","0000","정상","","","","","","","400-7582","0.00","2종근린생활시설","","","","","","",""
"3210000","20030204","내방동물병원","0000","정상","","","","","","","3473-8274","188.00","","","2","0","","","",""
"3060000","19920703","혜원동물병원","0000","정상","","","","","","","439-8300","0.00","","","0","0","","","",""
"3060000","19961112","동부제일동물병원","0000","정상","","","","","","","434-3700","0.00","","","0","0","","","",""
"3060000","20010509","진정훈동물병원","0000","정상","","","","","","","2207-0073","0.00","","","0","0","","","",""
"3080000","19970818","동물병원 위드","0000","정상","","","","","","","907-1565","62.00","","","0","1","","","",""
"3060000","20060223","세진동물병원","0000","정상","","","","","","","436-7311","0.00","","","0","0","","","",""
"3150000","20021213","서울플러스종합동물병원","0000","정상","","","","","","","2652-7515","0.00","","","0","0","","","",""
"3130000","20040413","프란다스동물의료센타","0002","폐업","","","","","","","715-0075","0.00","","","0","0","","","",""
"3130000","20031208","동물사랑동물병원","0000","정상","","","","","","","3142-0008","0.00","","","0","0","","","",""
"3030000","20070126","성동동물종합병원","0002","폐업","","","20130925","","","","467-5656","1174.00","점포","철근콘크리트","1","4","준공업지역","공장및 전철역주위","",""
"3110000","20070201","연신내동물병원","0002","폐업","","","20160701","","","","386-2075","36.00","","기타근린생활시설","","","","","",""
"3100000","20070201","혜원동물병원","0002","폐업","","","20081106","","","","979-4490","61.75","","","0","1","","","",""
"3050000","20051025","디아크동물병원","0000","정상","","","","","","","02-960-7501","92.16","","","0","0","","","",""
"3220000","20030210","애니파크동물병원","0002","폐업","","","20081006","","","","","0.00","","","0","0","","","",""
"3220000","20030414","메리야사랑해동물병원","0002","폐업","","","20030722","","","","","0.00","","","0","0","","","",""
"3220000","20030221","SIC동물병원","0002","폐업","","","20031113","","","","","0.00","","","0","0","","","",""
"3090000","20030828","현대종합동물병원","0000","정상","","","","","","","02-3491-8000","205.85","","","0","0","","","",""
"3230000","19990713","하트동물메디컬센터","0000","정상","","","","","","","424-2955","243.80","근생","근린생활시설","1","1","","","",""
"3200000","20040106","난곡서울동물병원","0002","폐업","","","20050511","","","","866-0880","28.80","","","0","0","","","",""
"3020000","20070111","갤러리동물병원","0002","폐업","","","20100721","","","","796-5008","13.75","근린생활시설(상가)","","3","1","","","",""
"3030000","20030123","함께하는동물병원","0000","정상","","","","","","","02-2299-3283","26.00","","","0","0","","","",""
"3030000","20030124","오렌지동물병원","0000","정상","","","","","","","02-2297-7582","117.54","근생","","0","0","","","",""
"3030000","20030415","성수동물병원","0000","정상","","","","","","","02-463-9690","25.00","","","0","0","","","",""
"3000000","20040908","평창동물병원","0002","폐업","","","20070226","","","","3216-7582","26.29","점포","세면벽돌조","0","1","","","",""
"3000000","20051024","성현동물병원","0002","폐업","","","20170704","","","","764-0075","196.00","근린생활시설","","0","0","","","",""
"3220000","19900125","로잔수의과병원","0002","폐업","","","20160307","","","","568-2934","0.00","","","0","0","","","",""
"3220000","19991228","양재동물병원","0002","폐업","","","20050309","","","","","0.00","","","0","0","","","",""
"3220000","19910215","청담동물병원","0000","정상","","","","","","","","75.36","","","0","0","","","",""
"3220000","19980327","충현동물병원","0002","폐업","","","20100622","","","","549-7582","0.00","","","0","0","","","",""
"3220000","20000427","중부가축병원","0002","폐업","","","20061031","","","","555-6568","0.00","","","0","0","","","",""
"3220000","19950306","21세기종합동물병원","0002","폐업","","","20101228","","","","565-5791","0.00","","","0","0","","","",""
"3220000","19931101","삼성종합동물병원","0000","정상","","","","","","","459-2824","0.00","","","0","0","","","",""
"3220000","20010625","한사랑동물병원","0002","폐업","","","20090611","","","","538-4062","0.00","","","0","0","","","",""
"3220000","19960508","대치동물병원","0002","폐업","","","20040217","","","","533-6697","0.00","","","0","0","","","",""
"3220000","19980527","Dog&Cat 동물병원","0002","폐업","","","20081006","","","","2226-6006","0.00","","","0","0","","","",""
"3220000","20020730","강남동물병원","0002","폐업","","","20110628","","","","514-7582","0.00","","","0","0","","","",""
"3220000","20010518","구룡동물병원","0002","폐업","","","20120702","","","","576-3823","0.00","","","0","0","","","",""
"3220000","20020117","닥터펫동물의료센타","0002","폐업","","","20090731","","","","542-9273","0.00","","","0","0","","","",""
"3220000","20000724","일마레동물메디컬센터","0002","폐업","","","20100831","","","","3445-7275","0.00","","","0","0","","","",""
"3220000","20030117","대치베스트","0002","폐업","","","20030904","","","","501-8275","0.00","","","0","0","","","",""
"3220000","20000115","원동물병원","0002","폐업","","","20030604","","","","","0.00","","","0","0","","","",""
"3220000","20020425","해맑은동물병원","0002","폐업","","","20030904","","","","515-9582","0.00","","","0","0","","","",""
"3220000","20001028","강남 25시동물병원","0000","정상","","","","","","","545-8575","0.00","","","0","0","","","",""
"3220000","20000201","백산동물병원","0002","폐업","","","20121115","","","","511-6364","0.00","","","0","0","","","",""
"3220000","20010219","기찬동물병원","0002","폐업","","","20070306","","","","579-7582","0.00","","","0","0","","","",""
"3220000","20010312","우리들동물병원","0002","폐업","","","20050906","","","","517-7775","0.00","","","0","0","","","",""
"3220000","20030102","파랑새청담종합동물병원","0002","폐업","","","20080930","","","","544-1672","0.00","","","0","0","","","",""
"3220000","20010905","영동동물병원","0002","폐업","","","20031226","","","","518-7500","0.00","","","0","0","","","",""
"3220000","20020130","열린종합동물병원","0002","폐업","","","20080605","","","","515-0275","0.00","","","0","0","","","",""
"3220000","20020410","싼타힐","0002","폐업","","","20070613","","","","3442-7560","0.00","","","0","0","","","",""
"3220000","19980821","현대동물병원","0002","폐업","","","20150416","","","","","0.00","","","0","0","","","",""
"3220000","20020417","세인트필립동물병원","0002","폐업","","","20061016","","","","","0.00","","","0","0","","","",""
"3220000","20020422","프로동물병원","0002","폐업","","","20050127","","","","","87.30","","","0","0","","","",""
"3220000","20020603","큐빌론동물병원","0002","폐업","","","20130522","","","","","103.09","","","0","0","","","",""
"3220000","20020731","아름동물병원","0002","폐업","","","20040413","","","","","20.00","","","0","0","","","",""
"3220000","20021018","수서동물병원","0002","폐업","","","20060111","","","","","34.31","","","0","0","","","",""
"3220000","20030311","바우앤뮤동물병원","0002","폐업","","","20031007","","","","","120.00","","","0","0","","","",""
"3040000","20020905","황희정종합동물병원","0002","폐업","","","20051223","","","","454-3089","29.20","","","0","0","","","",""
"3040000","20010704","팻클럽동물병원","0002","폐업","","","20011128","","","","","64.97","","","0","0","","","",""
"3040000","20020311","팻클럽동물병원","0002","폐업","","","20020830","","","","","64.97","","","0","0","","","",""
"3130000","20040210","굿모닝동물병원","0002","폐업","","","","","","","711-3375","0.00","","","0","0","","","",""
"3040000","20010305","팻클럽동물병원","0002","폐업","","","20010425","","","","","64.97","","","0","0","","","",""
"3040000","20020307","방주종합동물병원","0000","정상","","","","","","","454-9975","65.00","","","0","0","","","",""
"3040000","19990320","킴스동물종합병원","0000","정상","","","","","","","467-4788","65.60","","","0","0","","","",""
"3160000","20100317","구로종합동물병원","0000","정상","","","","","","","2631-0085","0.00","","","0","0","","","",""
"3150000","20100317","파스텔동물병원","0000","정상","","","","","","","02-2693-0075","76.14","","","0","0","","","",""
"3240000","19881017","이진수동물병원","0002","폐업","","","20090714","","","","3426-0342","26.40","","","0","0","","","",""
"3240000","20030607","둔촌동물병원","0000","정상","","","","","","","474-5100","88.24","","","0","0","","","",""
"3240000","20030607","해태동물병원","0000","정상","","","","","","","427-5685","50.95","","","0","0","","","",""
"3240000","20030607","해피랜드동물병원","0002","폐업","","","20090629","","","","470-0030","0.00","","","0","0","","","",""
"3240000","19980213","아프리카동물병원","0002","폐업","","","20040407","","","","487-7575","0.00","","","0","0","","","",""
"3240000","19990126","피카소동물병원","0000","정상","","","","","","","3427-6419","66.00","","","0","0","","","",""
"3240000","19990914","세종동물병원","0000","정상","","","","","","","484-8414","0.00","","","0","0","","","",""
"3240000","19990918","세종종합동물병원","0002","폐업","","","20030715","","","","426-1475","0.00","","","0","0","","","",""
"3240000","19991101","광나루동물병원","0002","폐업","","","20180730","","","","3427-7582","0.00","","","0","0","","","",""
"3240000","20000531","가나동물병원","0000","정상","","","","","","","441-8588","52.20","","","0","0","","","",""
"3240000","20020819","성심동물종합병원","0002","폐업","","","20071012","","","","476-8275","0.00","","","0","0","","","",""
"3240000","20021030","사랑이있는동물병원","0000","정상","","","","","","","426-0292","49.59","","","0","0","","","",""
"3240000","20021111","꼭지동물병원","0002","폐업","","","20041030","","","","484-5252","0.00","","","0","0","","","",""
"3240000","20030125","신세대동물병원","0002","폐업","","","20031226","","","","3428-4036","0.00","","","0","0","","","",""
"3240000","20030509","행복동물병원","0002","폐업","","","20030716","","","","428-4123-4","25.50","","","0","0","","","",""
"3240000","20030716","세종동물병원","0002","폐업","","","20050920","","","","426-1475","52.36","","","0","0","","","",""
"3240000","20030918","우리종합동물병원","0002","폐업","","","20060613","","","","441-2202","24.20","","","0","0","","","",""
"3240000","20030930","행복동물병원","0002","폐업","","","20040730","","","","428-4123","27.65","","","0","0","","","",""
"3240000","20031017","주양동물병원","0002","폐업","","","20060118","","","","428-1161","45.70","","","0","0","","","",""
"3020000","20021227","보광동물병원","0002","폐업","","","","","","","790-9808","0.00","","","0","0","","","",""
"3020000","20021227","펫토이동물병원","0002","폐업","","","20030520","","","","796-1021","0.00","","","0","0","","","",""
"3020000","20021227","한사랑동물병원","0002","폐업","","","20030801","","","","749-8275","0.00","","","0","0","","","",""
"3020000","20021227","세하동물병원","0002","폐업","","","20051226","","","","749-1433","0.00","","","0","0","","","",""
"3020000","20021230","용마종합동물병원","0002","폐업","","","20080630","","","","724-4882","0.00","","","0","0","","","",""
"3020000","20021230","원효종합동물병원","0000","정상","","","","","","","719-7070","0.00","","","0","0","","","",""
"3020000","20021230","ANYPET동물병원","0002","폐업","","","20101217","","","","790-0475","0.00","","","0","0","","","",""
"3020000","20021230","퍼피119동물병원","0002","폐업","","","20070604","","","","713-0075","0.00","","","0","0","","","",""
"3020000","20021230","성심동물병원","0002","폐업","","","20030214","","","","794-7588","0.00","","","0","0","","","",""
"3020000","20030103","갤러리동물병원","0002","폐업","","","20030929","","","","797-2254","1.00","","","0","1","","","",""
"3020000","20030304","성심동물병원","0002","폐업","","","20030801","","","","794-7588","0.00","","","0","0","","","",""
"3020000","20030521","펫토이동물병원","0002","폐업","","","20050224","","","","710-1021","494.00","근린생활시설","철근콘크리트","4","1","","","",""
"3020000","20030801","한사랑동물병원","0000","정상","","","","","","","749-8275","0.00","","","0","0","","","",""
"3020000","20031014","갤러리동물병원","0002","폐업","","","20060908","","","","","0.00","","","0","0","","","",""
"3020000","20041007","펫프렌즈동물병원","0002","폐업","","","20110428","","","","2012-1256","0.00","판매시설","","2","0","","","",""
"3020000","20041112","칼라S종합동물병원","0002","폐업","","","20050221","","","","","512.00","근생","","1","1","","","",""
"3020000","20050222","칼리S 동물병원","0002","폐업","","","20050513","","","","790-2344","32.04","근린생활시설","철근콘크리트","0","1","","","",""
"3020000","20050228","펫토이 동물병원","0002","폐업","","","20051013","","","","795-2184","12.50","근린생활시절","철근콘크리트조","1","4","","","",""
"3020000","20050513","칼리스 동물병원","0002","폐업","","","20060823","","","","02-790-2344","32.02","상가","철근콘크리트1","1","1","","","",""
"3100000","20090618","라라Q동물병원","0002","폐업","","","20140430","","","","974-5875","41.00","근린생활시설","","1","3","","","",""
"3240000","20040109","신세대동물병원","0002","폐업","","","20040204","","","","3428-4036","11.50","","","0","0","","","",""
"3240000","20010127","명성동물병원","0002","폐업","","","20171010","","","","476-7582","0.00","","","0","0","","","",""
"3240000","20040205","신세대동물병원","0002","폐업","","","20040511","","","","3428-4036","11.50","","","0","0","","","",""
"3240000","20040519","신세대동물병원","0002","폐업","","","20040731","","","","3428-4036","11.50","","","0","0","","","",""
"3240000","20040531","박형우동물병원","0000","정상","","","","","","","02-488-8275","49.50","","","0","0","","","",""
"3240000","20040616","이숍동물병원","0002","폐업","","","20060328","","","","429-1075","43.35","","","0","0","","","",""
"3240000","20040701","폭시팻동물병원","0002","폐업","","","20080131","","","","483-0075","68.30","","","0","0","","","",""
"3240000","20040803","행복동물병원","0002","폐업","","","20110223","","","","428-4123","25.74","","","0","0","","","",""
"3240000","20040804","이솝동물병원","0002","폐업","","","20090529","","","","427-1076","26.25","","","0","0","","","",""
"3240000","20040816","신세대동물병원","0002","폐업","","","20050119","","","","3428-4036","12.10","","","0","0","","","",""
"3020000","20051104","펫토이동물병원","0000","정상","","","","","","","795-2184","36.19","근린생활시설","철근콘그리트","1","4","","일반주거지역","",""
"3020000","20051230","이상윤동물병원","0002","폐업","","","20110314","","","","02-792-5455","48.36","점포","철근콘크리트","0","1","","","",""
"3070000","19750305","장위동물병원","0002","폐업","","","20100407","","","","917-7082","0.00","","","0","0","","","",""
"3070000","19770405","정릉동물병원","0002","폐업","","","20070817","","","","914-5545","23.10","근린생활","","0","2","","","",""
"3070000","19810702","광덕동물병원","0002","폐업","","","20080604","","","","","0.00","","","0","0","","","",""
"3070000","19921008","창문동물병원","0002","폐업","","","20030624","","","","","0.00","","","0","0","","","",""
"3070000","20000314","나래종합동물병원","0000","정상","","","","","","","929-5496","60.00","근린생활시설","철근콘크리트조","0","1","","","",""
"3070000","19990106","한사랑동물병원","0000","정상","","","","","","","","0.00","","","0","0","","","",""
"3070000","20000110","이솝동물병원","0002","폐업","","","20040501","","","","","0.00","","","0","0","","","",""
"3070000","20000331","다나동물병원","0000","정상","","","","","","","943-8575","0.00","","","0","0","","","",""
"3070000","20000801","서울종합동물병원","0000","정상","","","","","","","928-5599","0.00","","","0","0","","","",""
"3070000","20000905","베스트종합동물병원","0002","폐업","","","20180402","","","","","0.00","","","0","0","","","",""
"3070000","20010203","북악동물병원","0002","폐업","","","20070604","","","","941-7800","0.00","","","0","0","","","",""
"3070000","20010507","대학동물병원","0000","정상","","","","","","","912-0360","0.00","","","0","0","","","",""
"3070000","20010514","청솔동물병원","0002","폐업","","","20040304","","","","929-1212","0.00","","","0","0","","","",""
"3070000","20010412","강북동물병원","0000","정상","","","","","","","924-4555","0.00","","","0","0","","","",""
"3070000","20010525","펫케어동물병원","0002","폐업","","","20080108","","","","989-6763","0.00","","","0","0","","","",""
"3070000","20020222","OK동물병원","0002","폐업","","","20051020","","","","942-8486","0.00","","","0","0","","","",""
"3020000","20060824","칼리스동물병원","0002","폐업","","","20070126","","","","790-2344","32.04","근린생활시설","철근콘크리트","0","1","","","",""
"3070000","20030130","드림동물병원","0000","정상","","","","","","","928-7582","0.00","","","0","0","","","",""
"3070000","20030227","다나동물병원","0002","폐업","","","20041119","","","","953-8275","0.00","","","0","0","","","",""
"3240000","20050121","신세대동물병원","0002","폐업","","","20050601","","","","3428-4036","12.10","","","0","0","","","",""
"3240000","20050228","성내동물병원","0002","폐업","","","20060424","","","","484-5252","35.50","","","0","3","","","",""
"3240000","20050506","Dr.심 동물병원","0002","폐업","","","20060727","","","","441-8276","23.32","","","0","0","","","",""
"3240000","20050516","왈왈동물병원","0002","폐업","","","20120405","","","","427-7262","39.77","","","0","0","","","",""
"3240000","20050604","신세대동물병원","0002","폐업","","","20060228","","","","3428-4036","24.30","","","0","0","","","",""
"3240000","20050811","정동물병원","0000","정상","","","","","","","474-7588","50.59","","","0","0","","","",""
"3240000","20050829","에코바이오동물병원","0002","폐업","","","20060831","","","","486-1002","76.00","","","0","0","","","",""
"3240000","20050927","에바다종합동물병원","0002","폐업","","","20061017","","","","426-1475","61.97","","","0","0","","","",""
"3070000","20031203","비비펫동물병원","0002","폐업","","","20041101","","","","912-0018","92.40","점포","","3","1","","","",""
"3070000","20040422","미소동물병원","0002","폐업","","","20060728","","","","929-1212","0.00","근린생활","","0","0","","","",""
"3070000","20030512","길음동물병원","0000","정상","","","","","","","913-1874","44.10","생활편익","철근콘크리트","0","1","","","",""
"3210000","20120326","이리온 for 몰리스","0002","폐업","","","20120731","","","","02-577-6125","105.77","근생","","1","","","","",""
"3240000","20060119","주양동물병원","0002","폐업","","","20060525","","","","428-1161","45.70","","","0","0","","","",""
"3240000","20060315","신세대동물병원","0002","폐업","","","20060428","","","","3428-4036","24.30","","","0","0","","","",""
"3240000","20060425","성내동물병원","0002","폐업","","","20091103","","","","484-5252","35.50","","","0","0","","","",""
"3240000","20060508","신세대동물병원","0002","폐업","","","20060608","","","","3428-4036","24.30","","","0","0","","","",""
"3240000","20060929","한나동물병원","0002","폐업","","","20130102","","","","479-2275","38.08","","","0","0","","","",""
"3240000","20061018","필립동물병원","0002","폐업","","","","","","","426-1475","61.97","","","0","0","","","",""
"3130000","20101129","동물메디컬센터w","0000","정상","","","","","","","323-8275","0.00","","","0","0","","","",""
"3070000","20040504","이솝동물병원","0002","폐업","","","20070810","","","","02-943-8375","22.00","근린생활시설","철근 콘크리트","0","1","","","",""
"3070000","20040105","씨네동물병원","0002","폐업","","","20060407","","","","","53.75","","","1","1","","","",""
"3070000","20040309","애니동물병원","0002","폐업","","","20081125","","","","02-926-8275","33.48","근린생활시설","철근콘크리트조","6","1","","","",""
"3070000","20061010","애플동물병원","0002","폐업","","","20081020","","","","909-2522","24.20","근린생활시설","","0","1","","","",""
"3180000","20030502","프랜드동물병원","0002","폐업","","","20140818","","","","2675-0883","84.00","생활편익시설","","0","1","","","",""
"3180000","20031122","삼성동물병원","0002","폐업","","","20051121","","","","2672-1317","27.45","근린생활시설","","0","2","","","",""
"3070000","20050830","행복한동물병원","0000","정상","","","","","","","915-7582","246.24","소매점","철근콘크리트","0","1","","","",""
"3180000","20040302","문래동물병원","0002","폐업","","","20080520","","","","2672-2592","0.00","","","0","0","","","",""
"3180000","20040504","서울동물병원","0000","정상","","","","","","","2632-8687","0.00","근린생활시설","철근콘크리트 연와조","1","4","","","",""
"3180000","20040528","당산동물병원","0002","폐업","","","20100827","","","","02-2676-7582","68.87","근린생활시설","철근콘크리트","1","4","","","",""
"3180000","20040821","도그플러스 동물병원","0002","폐업","","","20121126","","","","2069-0082","0.00","","","0","0","","","",""
"3120000","20050908","모래내동물병원","0002","폐업","","","20080728","","","","373-1020","0.00","제2종 근린생활시설","철근콘크리트","4","1","","","",""
"3120000","20060330","대화동물병원","0002","폐업","","","20080211","","","","303-0075","100.07","근린생활시설","철근콘크리트조","1","3","","","",""
"3130000","19910305","서교동물병원","0000","정상","","","","","","","","0.00","","","0","0","","","",""
"3130000","19910328","공덕동물병원","0002","폐업","","","20040513","","","","","0.00","","","0","0","","","",""
"3130000","19920331","조상래동물병원","0002","폐업","","","20050125","","","","","0.00","","","0","0","","","",""
"3130000","19930503","이화동물병원","0002","폐업","","","20171101","","","","","0.00","","","0","0","","","",""
"3130000","19971213","디엔씨동물병원","0000","정상","","","","","","","717-7571","0.00","","","0","0","","","",""
"3130000","19950706","뉴욕종합동물병원","0000","정상","","","","","","","","0.00","","","0","0","","","",""
"3130000","19960108","용강동물병원","0000","정상","","","","","","","707-2340","0.00","","","0","0","","","",""
"3130000","19970327","박재용동물병원","0002","폐업","","","20031206","","","","","0.00","","","0","0","","","",""
"3130000","19990201","아프리카동물병원","0002","폐업","","","20070820","","","","338-9916","0.00","","","0","0","","","",""
"3130000","19990316","다솔동물병원","0002","폐업","","","20040413","","","","","0.00","","","0","0","","","",""
"3130000","20000211","홍익동물종합병원","0000","정상","","","","","","","","0.00","","","0","0","","","",""
"3130000","20000614","아현종합동물병원","0002","폐업","","","20051215","","","","","0.00","","","0","0","","","",""
"3130000","20000831","망원동물종합병원","0000","정상","","","","","","","","0.00","","","0","0","","","",""
"3130000","20010424","그랜드종합동물병원","0002","폐업","","","20030624","","","","","0.00","","","0","0","","","",""
"3130000","20010522","신촌국제동물병원","0002","폐업","","","20040303","","","","","0.00","","","0","0","","","",""
"3130000","20010831","셀레네동물병원","0000","정상","","","","","","","","0.00","","","0","0","","","",""
